Sector_name,Country_here,d2014_2018,d2018_2022,d2022_2023,Grid,d2014_2019,d2019_2023,d2023_2024,d2018_2024,d2024_2025
"Storage and warehouse","LVA",13.56493,6.088861,0,"STRI2023",,,,,
"Freight-forwarding","LVA",0,3.125004,0,"STRI2023",,,,,
"Customs brokerage","LVA",0,6.021889,0,"STRI2023",,,,,
"Market bridging and supporting services","LVA",,,,"STRI2023",,,,,
"Legal services","LVA",0,0,0,"STRI2023",,,,,
"Accounting services","LVA",0,9.014422,0,"STRI2023",,,,,
"Commercial banking","LVA",0,3.482592,0,"STRI2023",,,,,
"Insurance","LVA",0,2.072075,0,"STRI2023",,,,,
"Physical infrastructure services","LVA",,,,"STRI2023",,,,,
"Construction","LVA",0,6.634445,0,"STRI2023",,,,,
"Architecture services","LVA",0,9.442726,0,"STRI2023",,,,,
"Engineering services","LVA",0,6.811984,0,"STRI2023",,,,,
"Digital network","MEX",,,,"STRI2023",,,,,
"Computer services","MEX",6.483599,0,0,"STRI2023",,,,,
"Telecommunication","MEX",-30.70095,4.817501,0,"STRI2023",,,,,
"Broadcasting","MEX",5.047594,0,0,"STRI2023",,,,,
"Motion pictures","MEX",4.377883,0,0,"STRI2023",,,,,
"Sound recording","MEX",4.503022,0,0,"STRI2023",,,,,
"Logistics and related services","MEX",,,,"STRI2023",,,,,
"Air transport","MEX",-2.744154,2.073609,6.965098,"STRI2023",,,,,
"Maritime transport","MEX",1.328505,0,0,"STRI2023",,,,,
"Road freight transport","MEX",3.303469,0,0,"STRI2023",,,,,
"Rail freight transport","MEX",-3.001086,0,0,"STRI2023",,,,,
"Courier services","MEX",.8735281,.8659706,0,"STRI2023",,,,,
"Distribution services","MEX",4.523893,4.328087,0,"STRI2023",,,,,
"Cargo-handling","MEX",2.314823,2.262441,0,"STRI2023",,,,,
"Storage and warehouse","MEX",-2.41126,4.368445,0,"STRI2023",,,,,
"Freight-forwarding","MEX",5.238091,4.977382,0,"STRI2023",,,,,
"Customs brokerage","MEX",0,0,0,"STRI2023",,,,,
"Market bridging and supporting services","MEX",,,,"STRI2023",,,,,
"Legal services","MEX",3.56605,0,0,"STRI2023",,,,,
"Accounting services","MEX",4.26789,0,0,"STRI2023",,,,,
"Commercial banking","MEX",1.538455,-1.325755,0,"STRI2023",,,,,
"Insurance","MEX",-11.39414,0,0,"STRI2023",,,,,
"Physical infrastructure services","MEX",,,,"STRI2023",,,,,
"Construction","MEX",6.327181,-6.53492,0,"STRI2023",,,,,
"Architecture services","MEX",10.76321,0,0,"STRI2023",,,,,
"Engineering services","MEX",6.704983,0,0,"STRI2023",,,,,
"Digital network","MYS",,,,"STRI2023",,,,,
"Computer services","MYS",0,-6.323238,0,"STRI2023",,,,,
"Telecommunication","MYS",0,-12.53617,-8.987513,"STRI2023",,,,,
"Broadcasting","MYS",0,-2.716746,0,"STRI2023",,,,,
"Motion pictures","MYS",0,-5.075687,0,"STRI2023",,,,,
"Sound recording","MYS",0,-4.573343,0,"STRI2023",,,,,
"Logistics and related services","MYS",,,,"STRI2023",,,,,
"Air transport","MYS",0,-.9748425,0,"STRI2023",,,,,
"Maritime transport","MYS",0,-1.15063,0,"STRI2023",,,,,
"Road freight transport","MYS",0,-5.108222,0,"STRI2023",,,,,
"Rail freight transport","MYS",0,-1.527497,0,"STRI2023",,,,,
"Courier services","MYS",0,-1.928575,0,"STRI2023",,,,,
"Distribution services","MYS",0,-2.230094,0,"STRI2023",,,,,
"Cargo-handling","MYS",0,-2.593364,0,"STRI2023",,,,,
"Storage and warehouse","MYS",0,-4.974488,0,"STRI2023",,,,,
"Freight-forwarding","MYS",0,-5.314016,0,"STRI2023",,,,,
"Customs brokerage","MYS",0,-4.567077,0,"STRI2023",,,,,
"Market bridging and supporting services","MYS",,,,"STRI2023",,,,,
"Legal services","MYS",0,-1.029882,0,"STRI2023",,,,,
"Accounting services","MYS",0,-3.031724,0,"STRI2023",,,,,
"Commercial banking","MYS",0,-2.666671,0,"STRI2023",,,,,
"Insurance","MYS",0,-2.025525,0,"STRI2023",,,,,
"Physical infrastructure services","MYS",,,,"STRI2023",,,,,
"Construction","MYS",-5.955817,-6.333004,0,"STRI2023",,,,,
"Architecture services","MYS",0,-7.534248,0,"STRI2023",,,,,
"Engineering services","MYS",-3.901368,-5.361927,0,"STRI2023",,,,,
"Digital network","NLD",,,,"STRI2023",,,,,
"Computer services","NLD",0,9.311028,0,"STRI2023",,,,,
"Telecommunication","NLD",0,4.558539,0,"STRI2023",,,,,
"Broadcasting","NLD",4.666234,0,0,"STRI2023",,,,,
"Motion pictures","NLD",0,13.32675,0,"STRI2023",,,,,
"Sound recording","NLD",0,17.69911,0,"STRI2023",,,,,
"Logistics and related services","NLD",,,,"STRI2023",,,,,
"Air transport","NLD",0,1.267509,0,"STRI2023",,,,,
"Maritime transport","NLD",0,7.021798,0,"STRI2023",,,,,
"Road freight transport","NLD",0,6.637929,0,"STRI2023",,,,,
"Rail freight transport","NLD",0,7.279698,0,"STRI2023",,,,,
"Courier services","NLD",0,17.99557,0,"STRI2023",,,,,
"Distribution services","NLD",-6.696958,4.524558,0,"STRI2023",,,,,
"Cargo-handling","NLD",0,10.28446,0,"STRI2023",,,,,
"Storage and warehouse","NLD",12.96443,5.85025,0,"STRI2023",,,,,
"Freight-forwarding","NLD",0,3.125004,0,"STRI2023",,,,,
"Customs brokerage","NLD",0,9.090904,0,"STRI2023",,,,,
"Market bridging and supporting services","NLD",,,,"STRI2023",,,,,
"Legal services","NLD",0,0,0,"STRI2023",,,,,
"Accounting services","NLD",0,6.874426,0,"STRI2023",,,,,
"Commercial banking","NLD",0,3.255808,0,"STRI2023",,,,,
"Insurance","NLD",-20.02766,3.977868,0,"STRI2023",,,,,
"Physical infrastructure services","NLD",,,,"STRI2023",,,,,
"Construction","NLD",0,7.221424,0,"STRI2023",,,,,
"Architecture services","NLD",0,10.39182,0,"STRI2023",,,,,
"Engineering services","NLD",0,7.433103,0,"STRI2023",,,,,
"Digital network","NOR",,,,"STRI2023",,,,,
"Computer services","NOR",-.0176878,7.631147,0,"STRI2023",,,,,
"Telecommunication","NOR",10.32935,9.595924,0,"STRI2023",,,,,
"Broadcasting","NOR",4.197082,7.705787,0,"STRI2023",,,,,
"Motion pictures","NOR",-2.952867,8.30894,0,"STRI2023",,,,,
"Sound recording","NOR",-3.430534,6.808761,0,"STRI2023",,,,,
"Logistics and related services","NOR",,,,"STRI2023",,,,,
"Air transport","NOR",.9159204,0,0,"STRI2023",,,,,
"Maritime transport","NOR",1.779939,7.472181,0,"STRI2023",,,,,
"Road freight transport","NOR",0,5.441483,0,"STRI2023",,,,,
"Rail freight transport","NOR",-18.15029,7.344632,0,"STRI2023",,,,,
"Courier services","NOR",-42.51604,6.378922,-1.97224,"STRI2023",,,,,
"Distribution services","NOR",-.8055437,2.136134,-3.416623,"STRI2023",,,,,
"Cargo-handling","NOR",-1.200377,4.205616,-2.24215,"STRI2023",,,,,
"Storage and warehouse","NOR",-3.515307,1.102142,-4.603526,"STRI2023",,,,,
"Freight-forwarding","NOR",-2.366862,.6060601,-6.6265,"STRI2023",,,,,
"Customs brokerage","NOR",-3.066669,4.126545,-6.340816,"STRI2023",,,,,
"Market bridging and supporting services","NOR",,,,"STRI2023",,,,,
"Legal services","NOR",3.334894,6.590905,0,"STRI2023",,,,,
"Accounting services","NOR",3.387189,3.477825,-3.360938,"STRI2023",,,,,
"Commercial banking","NOR",2.191772,2.144764,0,"STRI2023",,,,,
"Insurance","NOR",1.790663,1.284198,0,"STRI2023",,,,,
"Physical infrastructure services","NOR",,,,"STRI2023",,,,,
"Construction","NOR",-2.016963,5.910518,0,"STRI2023",,,,,
"Architecture services","NOR",9.131076,6.072868,0,"STRI2023",,,,,
"Engineering services","NOR",4.992855,7.201091,0,"STRI2023",,,,,
"Digital network","NZL",,,,"STRI2023",,,,,
"Computer services","NZL",10.37052,.4366141,8.92053,"STRI2023",,,,,
"Telecommunication","NZL",6.019667,6.924255,4.144523,"STRI2023",,,,,
"Broadcasting","NZL",13.25301,5.585097,5.793453,"STRI2023",,,,,
"Motion pictures","NZL",0,1.911264,7.635638,"STRI2023",,,,,
"Sound recording","NZL",7.980567,2.120818,5.160481,"STRI2023",,,,,
"Logistics and related services","NZL",,,,"STRI2023",,,,,
"Air transport","NZL",2.957017,2.887235,1.318411,"STRI2023",,,,,
"Maritime transport","NZL",6.440071,6.05042,1.743269,"STRI2023",,,,,
"Road freight transport","NZL",10.83845,-1.107008,11.00746,"STRI2023",,,,,
"Rail freight transport","NZL",9.075043,5.919996,2.265864,"STRI2023",,,,,
"Courier services","NZL",8.990445,5.535769,2.570757,"STRI2023",,,,,
"Distribution services","NZL",3.568964,-2.183412,5.755045,"STRI2023",,,,,
"Cargo-handling","NZL",2.094241,2.051276,2.512572,"STRI2023",,,,,
"Storage and warehouse","NZL",-3.648948,-3.787139,5.157525,"STRI2023",,,,,
"Freight-forwarding","NZL",-5.102042,-5.376346,6.250001,"STRI2023",,,,,
"Customs brokerage","NZL",-2.238805,-2.290083,6.250005,"STRI2023",,,,,
"Market bridging and supporting services","NZL",,,,"STRI2023",,,,,
"Legal services","NZL",7.364139,3.500474,3.244975,"STRI2023",,,,,
"Accounting services","NZL",5.897432,.3228482,5.229281,"STRI2023",,,,,
"Commercial banking","NZL",8.730154,15.32846,2.53165,"STRI2023",,,,,
"Insurance","NZL",0,3.331967,3.980887,"STRI2023",,,,,
"Physical infrastructure services","NZL",,,,"STRI2023",,,,,
"Construction","NZL",6.917104,-2.732848,9.461006,"STRI2023",,,,,
"Architecture services","NZL",6.276154,-8.530184,15.78192,"STRI2023",,,,,
"Engineering services","NZL",7.061963,-2.115743,8.900194,"STRI2023",,,,,
"Digital network","PER",,,,"STRI2023",,,,,
"Computer services","PER",0,0,0,"STRI2023",,,,,
"Telecommunication","PER",-11.11244,0,0,"STRI2023",,,,,
"Broadcasting","PER",0,0,0,"STRI2023",,,,,
"Motion pictures","PER",2.937852,7.793638,0,"STRI2023",,,,,
"Sound recording","PER",3.118498,0,0,"STRI2023",,,,,
"Logistics and related services","PER",,,,"STRI2023",,,,,
"Air transport","PER",0,0,0,"STRI2023",,,,,
"Maritime transport","PER",0,0,0,"STRI2023",,,,,
"Road freight transport","PER",0,0,0,"STRI2023",,,,,
"Rail freight transport","PER",0,0,0,"STRI2023",,,,,
"Courier services","PER",0,0,0,"STRI2023",,,,,
"Distribution services","PER",0,0,0,"STRI2023",,,,,
"Cargo-handling","PER",0,0,0,"STRI2023",,,,,
"Storage and warehouse","PER",0,0,0,"STRI2023",,,,,
"Freight-forwarding","PER",0,0,0,"STRI2023",,,,,
"Customs brokerage","PER",0,0,0,"STRI2023",,,,,
"Market bridging and supporting services","PER",,,,"STRI2023",,,,,
"Legal services","PER",0,0,0,"STRI2023",,,,,
"Accounting services","PER",0,5.842511,0,"STRI2023",,,,,
"Commercial banking","PER",0,10.07194,0,"STRI2023",,,,,
"Insurance","PER",0,0,0,"STRI2023",,,,,
"Physical infrastructure services","PER",,,,"STRI2023",,,,,
"Construction","PER",0,0,0,"STRI2023",,,,,
"Architecture services","PER",0,0,0,"STRI2023",,,,,
"Engineering services","PER",0,0,0,"STRI2023",,,,,
"Digital network","POL",,,,"STRI2023",,,,,
"Computer services","POL",13.36264,42.67833,0,"STRI2023",,,,,
"Telecommunication","POL",9.529053,27.51375,0,"STRI2023",,,,,
"Broadcasting","POL",0,3.643275,0,"STRI2023",,,,,
"Motion pictures","POL",3.573893,20.30524,0,"STRI2023",,,,,
"Sound recording","POL",10.84906,34.80852,0,"STRI2023",,,,,
"Logistics and related services","POL",,,,"STRI2023",,,,,
"Air transport","POL",2.688176,4.325917,0,"STRI2023",,,,,
"Maritime transport","POL",0,30.72165,0,"STRI2023",,,,,
"Road freight transport","POL",0,17.81565,0,"STRI2023",,,,,
"Rail freight transport","POL",0,15.58935,0,"STRI2023",,,,,
"Courier services","POL",0,14.24134,0,"STRI2023",,,,,
"Distribution services","POL",13.92566,15.33033,0,"STRI2023",,,,,
"Cargo-handling","POL",14.73684,33.39449,0,"STRI2023",,,,,
"Storage and warehouse","POL",25.1341,22.75566,0,"STRI2023",,,,,
"Freight-forwarding","POL",14.63414,35.10639,0,"STRI2023",,,,,
"Customs brokerage","POL",19.02439,17.82787,0,"STRI2023",,,,,
"Market bridging and supporting services","POL",,,,"STRI2023",,,,,
"Legal services","POL",0,0,0,"STRI2023",,,,,
"Accounting services","POL",0,17.33871,0,"STRI2023",,,,,
"Commercial banking","POL",0,15.11111,0,"STRI2023",,,,,
"Insurance","POL",0,7.079073,0,"STRI2023",,,,,
"Physical infrastructure services","POL",,,,"STRI2023",,,,,
"Construction","POL",5.256017,21.85104,0,"STRI2023",,,,,
"Architecture services","POL",0,4.8722,0,"STRI2023",,,,,
"Engineering services","POL",0,2.630661,0,"STRI2023",,,,,
"Digital network","PRT",,,,"STRI2023",,,,,
"Computer services","PRT",-25.08966,9.185405,-10.2942,"STRI2023",,,,,
"Telecommunication","PRT",-19.07575,17.23932,-6.534773,"STRI2023",,,,,
"Broadcasting","PRT",-6.485486,0,-7.59577,"STRI2023",,,,,
"Motion pictures","PRT",-17.98107,17.30769,-12.45902,"STRI2023",,,,,
"Sound recording","PRT",-19.57546,15.64027,-6.931534,"STRI2023",,,,,
"Logistics and related services","PRT",,,,"STRI2023",,,,,
"Air transport","PRT",-3.149605,1.22629,-1.19805,"STRI2023",,,,,
"Maritime transport","PRT",-17.3291,-3.461538,-2.191231,"STRI2023",,,,,
"Road freight transport","PRT",-10.82036,6.106262,-8.819136,"STRI2023",,,,,
"Rail freight transport","PRT",-22.74678,5.277774,-3.957789,"STRI2023",,,,,
"Courier services","PRT",-13.97173,11.61338,-4.754283,"STRI2023",,,,,
"Distribution services","PRT",-15.55605,-2.365979,-5.318385,"STRI2023",,,,,
"Cargo-handling","PRT",-22.16748,9.915606,-4.798459,"STRI2023",,,,,
"Storage and warehouse","PRT",-7.185902,5.219784,-7.8685,"STRI2023",,,,,
"Freight-forwarding","PRT",-20.40816,2.564111,-9.166668,"STRI2023",,,,,
"Customs brokerage","PRT",-8.320489,5.546221,-7.643318,"STRI2023",,,,,
"Market bridging and supporting services","PRT",,,,"STRI2023",,,,,
"Legal services","PRT",-5.487804,0,-1.832259,"STRI2023",,,,,
"Accounting services","PRT",-11.0381,.6893115,-3.178483,"STRI2023",,,,,
"Commercial banking","PRT",-10.50584,3.043483,-3.375532,"STRI2023",,,,,
"Insurance","PRT",-9.941752,1.690424,-2.891014,"STRI2023",,,,,
"Physical infrastructure services","PRT",,,,"STRI2023",,,,,
"Construction","PRT",17.38586,4.826851,-8.385856,"STRI2023",,,,,
"Architecture services","PRT",0,-37.20293,-16.01165,"STRI2023",,,,,
"Engineering services","PRT",0,2.766512,-5.025132,"STRI2023",,,,,
"Digital network","RUS",,,,"STRI2023",,,,,
"Computer services","RUS",9.498824,41.9088,-6.392443,"STRI2023",,,,,
"Telecommunication","RUS",.0135359,27.59306,-2.925261,"STRI2023",,,,,
"Broadcasting","RUS",58.7114,40.61975,-2.135296,"STRI2023",,,,,
"Motion pictures","RUS",5.583966,45.88453,-5.105944,"STRI2023",,,,,
"Sound recording","RUS",5.457995,73.62737,-3.395546,"STRI2023",,,,,
"Logistics and related services","RUS",,,,"STRI2023",,,,,
"Air transport","RUS",1.399857,10.04832,.1030541,"STRI2023",,,,,
"Maritime transport","RUS",8.034184,21.59811,.9108619,"STRI2023",,,,,
"Road freight transport","RUS",5.760861,51.54163,-8.409636,"STRI2023",,,,,
"Rail freight transport","RUS",.0230568,.1022765,.0022782,"STRI2023",,,,,
"Courier services","RUS",6.364027,34.35879,1.146696,"STRI2023",,,,,
"Distribution services","RUS",5.582809,37.58186,-3.308576,"STRI2023",,,,,
"Cargo-handling","RUS",0,0,0,"STRI2023",,,,,
"Storage and warehouse","RUS",0,0,0,"STRI2023",,,,,
"Freight-forwarding","RUS",6.122449,42.3077,-7.094604,"STRI2023",,,,,
"Customs brokerage","RUS",12.14574,46.2094,-4.074068,"STRI2023",,,,,
"Market bridging and supporting services","RUS",,,,"STRI2023",,,,,
"Legal services","RUS",8.159822,46.93027,-2.407924,"STRI2023",,,,,
"Accounting services","RUS",3.6859,29.67542,-5.005969,"STRI2023",,,,,
"Commercial banking","RUS",22.79793,35.654,-.3110425,"STRI2023",,,,,
"Insurance","RUS",5.352095,15.47847,-1.581605,"STRI2023",,,,,
"Physical infrastructure services","RUS",,,,"STRI2023",,,,,
"Construction","RUS",4.044065,35.12933,-9.397933,"STRI2023",,,,,
"Architecture services","RUS",3.865987,51.19934,-15.59082,"STRI2023",,,,,
"Engineering services","RUS",4.768328,42.46458,-9.463527,"STRI2023",,,,,
"Digital network","SGP",,,,"STRI2023",,,,,
"Computer services","SGP",0,0,0,"STRI2023",,,,,
"Telecommunication","SGP",0,0,0,"STRI2023",,,,,
"Broadcasting","SGP",0,0,0,"STRI2023",,,,,
"Motion pictures","SGP",-6.308311,-6.733053,0,"STRI2023",,,,,
"Sound recording","SGP",-6.41383,0,0,"STRI2023",,,,,
"Logistics and related services","SGP",,,,"STRI2023",,,,,
"Air transport","SGP",1.776428,0,0,"STRI2023",,,,,
"Maritime transport","SGP",0,-5.950833,0,"STRI2023",,,,,
"Road freight transport","SGP",-11.22062,0,0,"STRI2023",,,,,
"Courier services","SGP",-14.95378,0,0,"STRI2023",,,,,
"Distribution services","SGP",-3.192995,0,0,"STRI2023",,,,,
"Cargo-handling","SGP",0,0,0,"STRI2023",,,,,
"Storage and warehouse","SGP",0,0,0,"STRI2023",,,,,
"Freight-forwarding","SGP",0,0,0,"STRI2023",,,,,
"Customs brokerage","SGP",0,0,0,"STRI2023",,,,,
"Market bridging and supporting services","SGP",,,,"STRI2023",,,,,
"Legal services","SGP",-11.58455,0,0,"STRI2023",,,,,
"Accounting services","SGP",0,0,0,"STRI2023",,,,,
"Commercial banking","SGP",0,0,0,"STRI2023",,,,,
"Insurance","SGP",0,-4.462115,0,"STRI2023",,,,,
"Physical infrastructure services","SGP",,,,"STRI2023",,,,,
"Construction","SGP",0,0,0,"STRI2023",,,,,
"Architecture services","SGP",-31.57894,0,0,"STRI2023",,,,,
"Engineering services","SGP",0,0,0,"STRI2023",,,,,
"Digital network","SVK",,,,"STRI2023",,,,,
"Computer services","SVK",0,10.33978,12.02548,"STRI2023",,,,,
"Telecommunication","SVK",0,14.61017,14.51711,"STRI2023",,,,,
"Broadcasting","SVK",5.51593,0,9.914378,"STRI2023",,,,,
"Motion pictures","SVK",12.74685,10.74841,0,"STRI2023",,,,,
"Sound recording","SVK",11.77072,14.65201,0,"STRI2023",,,,,
"Logistics and related services","SVK",,,,"STRI2023",,,,,
"Air transport","SVK",0,0,0,"STRI2023",,,,,
"Road freight transport","SVK",0,6.427386,8.313722,"STRI2023",,,,,
"Rail freight transport","SVK",0,3.93375,10.35857,"STRI2023",,,,,
"Courier services","SVK",-6.920846,8.78735,14.91238,"STRI2023",,,,,
"Distribution services","SVK",0,5.54593,0,"STRI2023",,,,,
"Cargo-handling","SVK",0,12.05128,0,"STRI2023",,,,,
"Storage and warehouse","SVK",12.22421,5.552608,0,"STRI2023",,,,,
"Freight-forwarding","SVK",0,3.157898,0,"STRI2023",,,,,
"Customs brokerage","SVK",0,6.370659,0,"STRI2023",,,,,
"Market bridging and supporting services","SVK",,,,"STRI2023",,,,,
"Legal services","SVK",4.619756,0,0,"STRI2023",,,,,
"Accounting services","SVK",-6.421051,8.436445,0,"STRI2023",,,,,
"Commercial banking","SVK",0,3.910614,11.82796,"STRI2023",,,,,
"Insurance","SVK",0,2.515851,0,"STRI2023",,,,,
"Physical infrastructure services","SVK",,,,"STRI2023",,,,,
"Construction","SVK",0,4.886731,0,"STRI2023",,,,,
"Architecture services","SVK",0,3.633119,0,"STRI2023",,,,,
"Engineering services","SVK",0,-3.185299,0,"STRI2023",,,,,
"Digital network","SVN",,,,"STRI2023",,,,,
"Computer services","SVN",7.744646,5.874175,0,"STRI2023",,,,,
"Telecommunication","SVN",-1.127185,9.327621,0,"STRI2023",,,,,
"Broadcasting","SVN",4.665316,0,0,"STRI2023",,,,,
"Motion pictures","SVN",3.205788,6.763528,0,"STRI2023",,,,,
"Sound recording","SVN",1.205479,8.662698,0,"STRI2023",,,,,
"Logistics and related services","SVN",,,,"STRI2023",,,,,
"Air transport","SVN",-1.481042,1.231211,0,"STRI2023",,,,,
"Maritime transport","SVN",1.092356,2.848725,0,"STRI2023",,,,,
"Road freight transport","SVN",7.692311,4.661015,0,"STRI2023",,,,,
"Rail freight transport","SVN",2.265864,2.806494,0,"STRI2023",,,,,
"Courier services","SVN",2.935359,6.240997,0,"STRI2023",,,,,
"Distribution services","SVN",1.019108,3.516369,0,"STRI2023",,,,,
"Cargo-handling","SVN",-1.459038,5.353079,0,"STRI2023",,,,,
"Storage and warehouse","SVN",6.413773,3.072396,0,"STRI2023",,,,,
"Freight-forwarding","SVN",0,1.796406,0,"STRI2023",,,,,
"Customs brokerage","SVN",0,4.687493,0,"STRI2023",,,,,
"Market bridging and supporting services","SVN",,,,"STRI2023",,,,,
"Legal services","SVN",1.396814,0,0,"STRI2023",,,,,
"Accounting services","SVN",3.435516,3.832396,0,"STRI2023",,,,,
"Commercial banking","SVN",2.909088,2.473502,0,"STRI2023",,,,,
"Insurance","SVN",4.012836,2.218367,0,"STRI2023",,,,,
"Physical infrastructure services","SVN",,,,"STRI2023",,,,,
"Construction","SVN",7.136682,3.65765,0,"STRI2023",,,,,
"Architecture services","SVN",8.613931,4.397987,0,"STRI2023",,,,,
"Engineering services","SVN",4.621984,2.366682,0,"STRI2023",,,,,
"Digital network","SWE",,,,"STRI2023",,,,,
"Computer services","SWE",-7.079854,6.268753,0,"STRI2023",,,,,
"Telecommunication","SWE",-10.0281,13.32736,0,"STRI2023",,,,,
"Broadcasting","SWE",-1.388343,0,0,"STRI2023",,,,,
"Motion pictures","SWE",-3.331396,8.162042,0,"STRI2023",,,,,
"Sound recording","SWE",-6.18941,12.7186,0,"STRI2023",,,,,
"Logistics and related services","SWE",,,,"STRI2023",,,,,
"Air transport","SWE",-3.608241,1.209895,0,"STRI2023",,,,,
"Maritime transport","SWE",-4.24628,3.21508,0,"STRI2023",,,,,
"Road freight transport","SWE",-3.26296,5.092591,0,"STRI2023",,,,,
"Rail freight transport","SWE",-2.953588,2.753625,0,"STRI2023",,,,,
"Courier services","SWE",-2.691897,5.934446,0,"STRI2023",,,,,
"Distribution services","SWE",-3.034579,3.151434,0,"STRI2023",,,,,
"Cargo-handling","SWE",-6.163656,5.322767,0,"STRI2023",,,,,
"Storage and warehouse","SWE",-8.853241,4.064166,0,"STRI2023",,,,,
"Freight-forwarding","SWE",-6.666661,2.142855,0,"STRI2023",,,,,
"Customs brokerage","SWE",-2.153109,4.034232,0,"STRI2023",,,,,
"Market bridging and supporting services","SWE",,,,"STRI2023",,,,,
"Legal services","SWE",-4.570384,0,0,"STRI2023",,,,,
"Accounting services","SWE",-3.126606,3.968254,0,"STRI2023",,,,,
"Commercial banking","SWE",1.700683,2.341141,0,"STRI2023",,,,,
"Insurance","SWE",1.248849,1.301348,0,"STRI2023",,,,,
"Physical infrastructure services","SWE",,,,"STRI2023",,,,,
"Construction","SWE",-6.983522,4.893593,0,"STRI2023",,,,,
"Architecture services","SWE",-4.904628,8.739256,0,"STRI2023",,,,,
"Engineering services","SWE",-7.266659,5.391806,0,"STRI2023",,,,,
"Digital network","THA",,,,"STRI2023",,,,,
"Computer services","THA",-8.01607,-9.139324,0,"STRI2023",,,,,
"Telecommunication","THA",-6.08552,-5.070096,0,"STRI2023",,,,,
"Broadcasting","THA",-9.184828,-9.100312,0,"STRI2023",,,,,
"Motion pictures","THA",-9.604042,-8.822612,0,"STRI2023",,,,,
"Sound recording","THA",-7.897267,-8.016728,0,"STRI2023",,,,,
"Logistics and related services","THA",,,,"STRI2023",,,,,
"Air transport","THA",-.8715677,-2.486674,0,"STRI2023",,,,,
"Maritime transport","THA",-3.151263,-6.796815,0,"STRI2023",,,,,
"Road freight transport","THA",-10.12925,-6.222487,0,"STRI2023",,,,,
"Rail freight transport","THA",0,0,0,"STRI2023",,,,,
"Courier services","THA",-5.289244,-9.301237,0,"STRI2023",,,,,
"Distribution services","THA",-9.020472,-7.552667,0,"STRI2023",,,,,
"Cargo-handling","THA",-4.759329,-7.950028,0,"STRI2023",,,,,
"Storage and warehouse","THA",-8.100258,-5.763689,0,"STRI2023",,,,,
"Freight-forwarding","THA",-9.090914,-7.272721,0,"STRI2023",,,,,
"Customs brokerage","THA",-7.899064,-9.291247,0,"STRI2023",,,,,
"Market bridging and supporting services","THA",,,,"STRI2023",,,,,
"Legal services","THA",-2.191698,-4.57629,0,"STRI2023",,,,,
"Accounting services","THA",0,0,0,"STRI2023",,,,,
"Commercial banking","THA",-4.261364,-6.528187,0,"STRI2023",,,,,
"Insurance","THA",-2.657225,-3.208366,0,"STRI2023",,,,,
"Physical infrastructure services","THA",,,,"STRI2023",,,,,
"Construction","THA",-11.54159,-5.935324,0,"STRI2023",,,,,
"Architecture services","THA",-9.337864,-4.21348,0,"STRI2023",,,,,
"Engineering services","THA",-8.092488,-6.66667,0,"STRI2023",,,,,
"Digital network","TUR",,,,"STRI2023",,,,,
"Computer services","TUR",15.18112,-5.71316,0,"STRI2023",,,,,
"Telecommunication","TUR",9.38159,1.191426,0,"STRI2023",,,,,
"Broadcasting","TUR",4.559587,5.054516,0,"STRI2023",,,,,
"Motion pictures","TUR",9.394661,8.764946,0,"STRI2023",,,,,
"Sound recording","TUR",9.444145,-6.558181,0,"STRI2023",,,,,
"Logistics and related services","TUR",,,,"STRI2023",,,,,
"Air transport","TUR",2.84247,-1.041816,0,"STRI2023",,,,,
"Maritime transport","TUR",11.42432,.3994633,0,"STRI2023",,,,,
"Road freight transport","TUR",14.34217,-5.629617,0,"STRI2023",,,,,
"Rail freight transport","TUR",18.30986,-.7440463,0,"STRI2023",,,,,
"Courier services","TUR",4.927763,-2.423311,0,"STRI2023",,,,,
"Distribution services","TUR",21.31034,-10.15649,0,"STRI2023",,,,,
"Cargo-handling","TUR",7.112257,-9.200003,0,"STRI2023",,,,,
"Storage and warehouse","TUR",12.58305,-8.401928,0,"STRI2023",,,,,
"Freight-forwarding","TUR",6.926411,-10.93118,0,"STRI2023",,,,,
"Customs brokerage","TUR",9.546306,-7.247624,0,"STRI2023",,,,,
"Market bridging and supporting services","TUR",,,,"STRI2023",,,,,
"Legal services","TUR",0,-3.781657,0,"STRI2023",,,,,
"Accounting services","TUR",1.7207,.0980558,0,"STRI2023",,,,,
"Commercial banking","TUR",26.24583,-6.842099,0,"STRI2023",,,,,
"Insurance","TUR",0,-.8437496,0,"STRI2023",,,,,
"Physical infrastructure services","TUR",,,,"STRI2023",,,,,
"Construction","TUR",8.066283,-16.09855,0,"STRI2023",,,,,
"Architecture services","TUR",3.899488,-15.17932,0,"STRI2023",,,,,
"Engineering services","TUR",9.826904,-18.2003,0,"STRI2023",,,,,
"Digital network","USA",,,,"STRI2023",,,,,
"Computer services","USA",10.6911,-9.658499,0,"STRI2023",,,,,
"Telecommunication","USA",0,0,0,"STRI2023",,,,,
"Broadcasting","USA",0,0,0,"STRI2023",,,,,
"Motion pictures","USA",-4.285711,0,0,"STRI2023",,,,,
"Sound recording","USA",0,0,0,"STRI2023",,,,,
"Logistics and related services","USA",,,,"STRI2023",,,,,
"Air transport","USA",0,0,0,"STRI2023",,,,,
"Maritime transport","USA",0,0,0,"STRI2023",,,,,
"Road freight transport","USA",0,0,0,"STRI2023",,,,,
"Rail freight transport","USA",0,0,0,"STRI2023",,,,,
